road_name,street_name,route_code,route_name,adt,aawdt,peak_hour_estimate,traffic_level,data_date,data_quality,latitude,longitude
FIELDBROOK PL,FIELDBROOK,R-VA029SC07961EB,SC-7961E (Fairfax County),1300,,130.0,Low,1432699200000,R,38.87037486115991,-77.37392702522578
MEMBERS WAY,MEMBERS,R-VA   US00029NB,US-29N,30000,32000.0,3000.0,Very High,1641013200000,A,38.84999417395802,-77.33640616717472
MEADOW ESTATES DR,MEADOW ESTATES,R-VA029SC07885NB,SC-7885N (Fairfax County),4000,,400.0,Low,996724800000,R,38.84225281547828,-77.39381057658882
FAIRCLOTH CT,FAIRCLOTH,R-VA   US00029SB,US-29S,31000,33000.0,3100.0,Very High,1641013200000,G,38.839397939314864,-77.41797462856593
PLUMBAGO DR,PLUMBAGO,R-VA029SC07773EB,SC-7773E (Fairfax County),2800,4800.0,280.0,Low,1641013200000,G,38.84228842386582,-77.41845345111173
BANBRIDGE CT,BANBRIDGE,R-VA029SC00656SB,SC-656S (Fairfax County),6900,7300.0,690.0,Moderate,1641013200000,G,38.853121270513654,-77.36535348933434
MEADOW ESTATES DR,MEADOW ESTATES,R-VA029SC07885NB,SC-7885N (Fairfax County),4000,,400.0,Low,996724800000,R,38.84315216431989,-77.39327094704387
ALBOT RD,ALBOT,R-VA029SC04721EB,SC-4721E (Fairfax County),3500,5900.0,350.0,Low,1641013200000,G,38.930613084484825,-77.35586300690902
RT267 WB RAMP TO DULLES ACCESS RD WB,RT267 WB RAMP TO DULLES ACCESS RD W,R-VA   OT90004WB,OT-90004W,70000,83000.0,7000.0,Very High,1641013200000,G,38.96153569453346,-77.41697562128678
RESTON STATION BLVD,RESTON STATION,R-VA029SC00828NB,SC-828N (Fairfax County),21000,36000.0,2100.0,High,1641013200000,G,38.948661979264735,-77.33671099607494
PARKING LOT,PARKING LOT,S-VA235NP ELDEN ST,Elden ST (NP - Town of Herndon),18000,19000.0,1800.0,High,1641013200000,G,38.968131414958016,-77.37502451973144
PARKING LOT,PARKING LOT,R-VA   SR00267EB      DCR011.00,VA-267E Dist/Coll at mp11,5000,5000.0,500.0,Moderate,1641013200000,F,38.951861876464505,-77.38528760383987
PARKING LOT,PARKING LOT,S-VA235NP ELDEN ST,Elden ST (NP - Town of Herndon),18000,19000.0,1800.0,High,1641013200000,G,38.968593901913664,-77.37693034481113
WHITE OAK CT,WHITE OAK,R-VA029SC07917NB,SC-7917N (Fairfax County),1700,2700.0,170.0,Low,1641013200000,G,38.9957223870505,-77.34398151532962
GRACIE PARK DR,GRACIE PARK,S-VA235NP SPRING ST,Spring ST (NP - Town of Herndon),7900,8400.0,790.0,Moderate,1641013200000,G,38.9605181279116,-77.37916421389224
MARKET COMMONS DR,MARKET COMMONS,R-VA029SC07700EB,SC-7700E (Fairfax County),21000,30000.0,2100.0,High,1641013200000,G,38.85947270934992,-77.3754922789004
MIXED WILLOW PL,MIXED WILLOW,R-VA029SC08932NB,SC-8932N (Fairfax County),1200,,120.0,Low,1258606800000,R,38.87381955330627,-77.42136108753367
PARKING LOT,PARKING LOT,R-VA   SR00267EB      DCR011.00,VA-267E Dist/Coll at mp11,5000,5000.0,500.0,Moderate,1641013200000,F,38.95204675132465,-77.38202607535457
PARKING LOT,PARKING LOT,R-VA   SR00267EB      DCR011.00,VA-267E Dist/Coll at mp11,5000,5000.0,500.0,Moderate,1641013200000,F,38.95218240346955,-77.38532474730897
AUTUMN GLORY WAY,AUTUMN GLORY,R-VA029SC08932NB,SC-8932N (Fairfax County),1300,,130.0,Low,1258606800000,R,38.87017163780918,-77.42168253090495
XXOVER,XXOVER,S-VA235NP ELDEN ST,Elden ST (NP - Town of Herndon),18000,19000.0,1800.0,High,1641013200000,G,38.96819401360554,-77.3770795160405
JOSEPH SIEWICK DR,JOSEPH SIEWICK,R-VA029SC06985EB,SC-6985E (Fairfax County),12000,19000.0,1200.0,Moderate,1641013200000,G,38.88752323176158,-77.38008563624149
XXOVER,XXOVER,R-VA029SC00675EB,SC-675E (Fairfax County),27000,28000.0,2700.0,High,1641013200000,G,38.95469791580996,-77.36794767284908
CIDER HILL RD,CIDER HILL,R-VA029SC07700EB,SC-7700E (Fairfax County),21000,30000.0,2100.0,High,1641013200000,G,38.85919734420492,-77.3733496472132
PARKING LOT,PARKING LOT,R-VA   SR00267EB      DCR011.00,VA-267E Dist/Coll at mp11,5000,5000.0,500.0,Moderate,1641013200000,F,38.95212580118004,-77.38462622189371
MONUMENT DR RAMP TO I66 EXPRESS EB,MONUMENT DR RAMP TO I66 EXPRESS EB,R-VA029SC07969EB,SC-7969E (Fairfax County),171000,180000.0,17100.0,Very High,1641013200000,G,38.859640419474246,-77.35985672228634
PARKING LOT,PARKING LOT,R-VA029SC00675EB,SC-675E (Fairfax County),27000,28000.0,2700.0,High,1641013200000,G,38.954012209544864,-77.36773090224243
SUGARLAND RD,SUGARLAND,R-VA   SR00228NB,VA-228N,17000,29000.0,1700.0,High,1641013200000,G,39.00624857892706,-77.37467121345821
LEESBURG PIKE SERVICE RD,LEESBURG PIKE SERVICE,R-VA   SR00007EB,VA-7E,50000,53000.0,5000.0,Very High,1641013200000,G,38.95356319740616,-77.26766292938701
PARKING LOT,PARKING LOT,R-VA029SC07436EB,SC-7436E (Fairfax County),5000,5300.0,500.0,Moderate,1641013200000,G,38.85337589454023,-77.35908619965659
AVION PARK CT,AVION PARK,R-VA029SC08460SB,SC-8460S (Fairfax County),11000,12000.0,1100.0,Moderate,1641013200000,G,38.90786951115635,-77.46059050858763
XXOVER,XXOVER,R-VA029SC00645EB,SC-645E (Fairfax County),16000,17000.0,1600.0,High,1641013200000,G,38.854082565848415,-77.40350670207175
PARKING LOT,PARKING LOT,R-VA029SC08460SB,SC-8460S (Fairfax County),18000,19000.0,1800.0,High,1641013200000,G,38.87076645885225,-77.4505345919484
LIBERTY BRIDGE RD,LIBERTY BRIDGE,R-VA029SC00608SB,SC-608S (Fairfax County),23000,24000.0,2300.0,High,1641013200000,G,38.85883474047128,-77.37185508474755
XXOVER,XXOVER,R-VA029SC08460SB,SC-8460S (Fairfax County),18000,19000.0,1800.0,High,1641013200000,G,38.87131186461906,-77.45064566060896
XXOVER,XXOVER,R-VA029SC07969EB,SC-7969E (Fairfax County),116000,122000.0,11600.0,Very High,1641013200000,G,38.85901659714315,-77.36357889709811
RUFFIN DR,RUFFIN,R-VA029SC00656SB,SC-656S (Fairfax County),6900,7300.0,690.0,Moderate,1641013200000,G,38.85281711732577,-77.36487992906545
MCLEAREN RD,MCLEAREN,R-VA029SC00665EB,SC-665E (Fairfax County),25000,45000.0,2500.0,High,1641013200000,G,38.92507235932187,-77.37530023515085
PARKING LOT,PARKING LOT,R-VA029SC00645EB,SC-645E (Fairfax County),16000,17000.0,1600.0,High,1641013200000,G,38.85389856676645,-77.40388950665762
PARKING LOT,PARKING LOT,R-VA029SC00675EB,SC-675E (Fairfax County),22000,24000.0,2200.0,High,1641013200000,G,38.950967941091925,-77.33848423252219
NECKLACE CT,NECKLACE,R-VA029SC08932NB,SC-8932N (Fairfax County),1200,,120.0,Low,1258606800000,R,38.87079054014473,-77.42178770228895
SILK CT,SILK,R-VA029SC00608SB,SC-608S (Fairfax County),10000,,1000.0,Moderate,1453179600000,R,38.94437451860981,-77.3991787118996
PARKING LOT,PARKING LOT,R-VA029SC00675EB,SC-675E (Fairfax County),27000,28000.0,2700.0,High,1641013200000,G,38.95443689921638,-77.36828388545408
PARKING LOT,PARKING LOT,R-VA029SC05301NB,SC-5301N (Fairfax County),7900,15000.0,790.0,Moderate,1641013200000,G,38.938582114464765,-77.3292718015316
AUTUMN GLORY WAY,AUTUMN GLORY,R-VA029SC08932NB,SC-8932N (Fairfax County),14000,22000.0,1400.0,Moderate,1258606800000,R,38.8741323707886,-77.42205149621056
VILLAGE SQUARE DR,VILLAGE SQUARE,R-VA029SC00645EB,SC-645E (Fairfax County),16000,17000.0,1600.0,High,1641013200000,G,38.85019757519955,-77.40285239499367
MEADOW FIELD DR,MEADOW FIELD,R-VA029SC07961EB,SC-7961E (Fairfax County),1300,,130.0,Low,1432699200000,R,38.87056219827462,-77.37699894094857
RUSH ST,RUSH,R-VA029SC07967EB,SC-7967E (Fairfax County),5100,5400.0,510.0,Moderate,1641013200000,G,38.86491865117176,-77.36534528471347
HALSTED ST,HALSTED,R-VA029SC07967EB,SC-7967E (Fairfax County),5100,5400.0,510.0,Moderate,1641013200000,G,38.864800814740825,-77.36467770079474
NORTH HAMPTON AVE,NORTH HAMPTON,R-VA029SC00606EB,SC-606E (Fairfax County),26000,46000.0,2600.0,High,1641013200000,G,38.96656627639568,-77.35913892080706
PARKING LOT,PARKING LOT,R-VA029SC07961EB,SC-7961E (Fairfax County),1300,,130.0,Low,1432699200000,R,38.87065149034987,-77.37443827799541
AZIZA CT,AZIZA,R-VA   SR00193EB,VA-193E,21000,38000.0,2100.0,High,1641013200000,G,38.99853163348914,-77.32719783007008
FOX KEEP RUN,FOX KEEP,R-VA029SC07200NB,SC-7200N (Fairfax County),6100,9700.0,610.0,Moderate,1432612800000,R,38.881251744697465,-77.38707943069676
NICHOLAS RUN DR,NICHOLAS RUN,R-VA   SR00193EB,VA-193E,21000,38000.0,2100.0,High,1641013200000,G,39.00121739651687,-77.3198305225714
BLACK IRONWOOD DR,BLACK IRONWOOD,R-VA029SC07435EB,SC-7435E (Fairfax County),8400,8400.0,840.0,Moderate,1641013200000,G,38.85598118476652,-77.36848116854668
OLD HEIGHTS RD,OLD HEIGHTS,S-VA235PR CRESTVIEW DR,Crestview DR (PR - Town of Herndon),12000,13000.0,1200.0,Moderate,1641013200000,G,38.979455821560464,-77.3980430142323
PORTLOE TER,PORTLOE,R-VA   US00050WB,US-50W,63000,67000.0,6300.0,Very High,1641013200000,F,38.87819867910109,-77.38757275353636
PARKING LOT,PARKING LOT,R-VA029SC04726EB,SC-4726E (Fairfax County),8400,14000.0,840.0,Moderate,1641013200000,G,38.970016182048404,-77.34068037845405
PARKING LOT,PARKING LOT,R-VA029SC04726EB,SC-4726E (Fairfax County),3100,5200.0,310.0,Low,1641013200000,G,38.96980675455762,-77.34037235346193
TOWNCENTER PLZ,TOWNCENTER,R-VA   SR00228NB,VA-228N,17000,29000.0,1700.0,High,1641013200000,G,39.01265476211807,-77.37138731340863
PARKING LOT,PARKING LOT,R-VA029SC07199EB,SC-7199E (Fairfax County),7000,7500.0,700.0,Moderate,1641013200000,G,38.95702533344217,-77.35995495431125
PARKING LOT,PARKING LOT,R-VA029SC07199EB,SC-7199E (Fairfax County),7000,7500.0,700.0,Moderate,1641013200000,G,38.95698169932069,-77.3594847179697
PARKING LOT,PARKING LOT,R-VA029SC07199EB,SC-7199E (Fairfax County),7000,7500.0,700.0,Moderate,1641013200000,G,38.95689886930275,-77.3592499302656
PORTLOE TER,PORTLOE,R-VA029SC00750NB,SC-750N (Fairfax County),6100,9700.0,610.0,Moderate,1641013200000,G,38.87882625969539,-77.3874786670266
TOPSHAM SQ,TOPSHAM,R-VA   US00050WB,US-50W,63000,67000.0,6300.0,Very High,1641013200000,F,38.877947598779684,-77.38666859610174
HERNDON PKWY,HERNDON,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),27000,29000.0,2700.0,High,1641013200000,G,38.96598694536737,-77.37206208751421
HERNDON PKWY,HERNDON,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),9700,10000.0,970.0,Moderate,1641013200000,G,38.96493294873004,-77.37192119774363
HERNDON PKWY,HERNDON,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),9700,10000.0,970.0,Moderate,1641013200000,G,38.964912936852286,-77.37203012069618
HERNDON PKWY,HERNDON,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),27000,29000.0,2700.0,High,1641013200000,G,38.96704108392118,-77.37202181557882
RT286 NB RAMP TO SPRING ST,RT286 NB RAMP TO SPRING ST,R-VA   SR00286NB,VA-286N,55000,96000.0,5500.0,Very High,1641013200000,G,38.958665826276004,-77.37054416308182
SPRING ST RAMP TO RT286 NB,SPRING ST RAMP TO RT286 NB,R-VA   SR00286NB,VA-286N,55000,96000.0,5500.0,Very High,1641013200000,G,38.95844077009228,-77.37022605666485
HERNDON PKWY,HERNDON,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),24000,38000.0,2400.0,High,1641013200000,G,38.962154518294966,-77.39821077657517
HERNDON PKWY,HERNDON,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),10000,11000.0,1000.0,Moderate,1641013200000,G,38.9609052484271,-77.39704923196604
HERNDON PKWY,HERNDON,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),10000,11000.0,1000.0,Moderate,1641013200000,G,38.96037510017129,-77.39595493659945
HERNDON PKWY,HERNDON,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),10000,11000.0,1000.0,Moderate,1641013200000,G,38.95999773259655,-77.39499550322748
HERNDON PKWY,HERNDON,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),10000,11000.0,1000.0,Moderate,1641013200000,G,38.95965372771971,-77.39411911168008
HERNDON PKWY,HERNDON,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),11000,11000.0,1100.0,Moderate,1641013200000,G,38.95914755747264,-77.39281242442314
HERNDON PKWY,HERNDON,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),11000,11000.0,1100.0,Moderate,1641013200000,G,38.95849702720226,-77.39072953163908
HERNDON PKWY,HERNDON,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),34000,36000.0,3400.0,Very High,1641013200000,G,38.95817601458325,-77.37503379651594
HERNDON PKWY,HERNDON,S-VA235PR VAN BUREN ST,Van Buren ST (PR - Town of Herndon),16000,17000.0,1600.0,High,1641013200000,G,38.957739785772795,-77.38880656639039
HERNDON PKWY,HERNDON,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),16000,17000.0,1600.0,High,1641013200000,G,38.95528701050729,-77.37912143296813
HERNDON PKWY,HERNDON,R-VA   SR00228SB,VA-228S,17000,18000.0,1700.0,High,1641013200000,G,38.97141177555412,-77.4063079508541
HERNDON PKWY,HERNDON,R-VA   SR00228SB,VA-228S,17000,18000.0,1700.0,High,1641013200000,G,38.96927787305016,-77.40630768532189
HERNDON PKWY,HERNDON,R-VA   SR00228SB,VA-228S,17000,18000.0,1700.0,High,1641013200000,G,38.96761480174219,-77.40508703924381
HERNDON PKWY,HERNDON,R-VA   SR00228SB,VA-228S,17000,18000.0,1700.0,High,1641013200000,G,38.966681386229716,-77.40387016130914
HERNDON PKWY,HERNDON,R-VA   SR00228SB,VA-228S,17000,18000.0,1700.0,High,1641013200000,G,38.965948934386944,-77.40258436709482
HERNDON PKWY,HERNDON,R-VA   SR00228SB,VA-228S,17000,18000.0,1700.0,High,1641013200000,G,38.9650418003426,-77.40163769097236
I66 EXPRESS EB,I66 EXPRESS,R-VA   IS00066EB,I-66E,157000,166000.0,15700.0,Very High,1641013200000,G,38.85314710649264,-77.39493854277737
I66 EXPRESS WB RAMP TO RT645,I66 EXPRESS WB RAMP TO RT645,R-VA029SC00645EB,SC-645E (Fairfax County),157000,166000.0,15700.0,Very High,1641013200000,G,38.85266395956927,-77.39920987125078
XXOVER,XXOVER,R-VA029SC00645EB,SC-645E (Fairfax County),16000,17000.0,1600.0,High,1641013200000,G,38.851875386978165,-77.40288519818918
RT645 RAMP TO I66 EXPRESS EB,RT645 RAMP TO I66 EXPRESS EB,R-VA029SC00645EB,SC-645E (Fairfax County),157000,166000.0,15700.0,Very High,1641013200000,G,38.85229848943727,-77.39988941313015
PLAZA AMERICA DR,PLAZA AMERICA,R-VA029SC00675EB,SC-675E (Fairfax County),22000,24000.0,2200.0,High,1641013200000,G,38.953823956975725,-77.3495819685448
RT286 SB RAMP TO SPRING ST,RT286 SB RAMP TO SPRING ST,R-VA   SR00286NB,VA-286N,55000,96000.0,5500.0,Very High,1641013200000,G,38.95883840214348,-77.37033495223179
RT286 RAMP TO SPRING ST,RT286 RAMP TO SPRING ST,S-VA235NP SPRING ST,Spring ST (NP - Town of Herndon),34000,36000.0,3400.0,Very High,1641013200000,G,38.95792308038635,-77.37224998742053
RT286 RAMP TO SPRING ST,RT286 RAMP TO SPRING ST,S-VA235NP SPRING ST,Spring ST (NP - Town of Herndon),34000,36000.0,3400.0,Very High,1641013200000,G,38.958459153298996,-77.37156213182224
SPRING ST RAMP TO RT286 NB,SPRING ST RAMP TO RT286 NB,R-VA   SR00286NB,VA-286N,55000,96000.0,5500.0,Very High,1641013200000,G,38.958602963795954,-77.37072153944543
SPRING ST,SPRING,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),34000,36000.0,3400.0,Very High,1641013200000,G,38.958915587887375,-77.3742312543792
PARKING LOT,PARKING LOT,R-VA029SC07436EB,SC-7436E (Fairfax County),5000,5300.0,500.0,Moderate,1641013200000,G,38.852468595508384,-77.35766423578023
PARKING LOT,PARKING LOT,R-VA029SC07436EB,SC-7436E (Fairfax County),5000,5300.0,500.0,Moderate,1641013200000,G,38.85218290547871,-77.3578786317224
PARKING LOT,PARKING LOT,R-VA029SC07436EB,SC-7436E (Fairfax County),5000,5300.0,500.0,Moderate,1641013200000,G,38.85224871567318,-77.35803574619223
PARKING LOT,PARKING LOT,R-VA029SC07436EB,SC-7436E (Fairfax County),5000,5300.0,500.0,Moderate,1641013200000,G,38.85249101261573,-77.3578166671687
HERNDON PKWY,HERNDON,R-VA   SR00228SB,VA-228S,17000,18000.0,1700.0,High,1641013200000,G,38.968329423168775,-77.4057420767221
ELDEN ST,ELDEN,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),27000,29000.0,2700.0,High,1641013200000,G,38.96707000557895,-77.37193615690333
TOWN CENTER DR,TOWN CENTER,R-VA029SC06363EB,SC-6363E (Fairfax County),18000,,1800.0,High,1257742800000,R,38.96237732089555,-77.36452920274398
NEW DOMINION PKWY,NEW DOMINION,R-VA029SC06363EB,SC-6363E (Fairfax County),18000,,1800.0,High,1257742800000,R,38.960746813286576,-77.36542512455466
NEW DOMINION PKWY,NEW DOMINION,R-VA   SR00286NB,VA-286N,55000,96000.0,5500.0,Very High,1641013200000,G,38.96134753356779,-77.3682123639411
GROVE ST,GROVE,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),9700,10000.0,970.0,Moderate,1641013200000,G,38.964988854499055,-77.37199385565215
WIEHLE AVE,WIEHLE,R-VA029SC00828SB,SC-828S (Fairfax County),10000,10000.0,1000.0,Moderate,1641013200000,G,38.99090730948232,-77.35667706691348
WIEHLE AVE,WIEHLE,R-VA029SC00828SB,SC-828S (Fairfax County),12000,20000.0,1200.0,Moderate,1641013200000,G,38.98841815309626,-77.35054280142616
FRED MORIN RD,FRED MORIN,R-VA029SC00828SB,SC-828S (Fairfax County),10000,10000.0,1000.0,Moderate,1641013200000,G,38.99220656848483,-77.36086956716214
SPRINGVALE MEADOW LN,SPRINGVALE MEADOW,R-VA029SC00674NB,SC-674N (Fairfax County),2300,4300.0,230.0,Low,1641013200000,G,39.00679174809846,-77.30908007294254
XXOVER,XXOVER,R-VA029SC00675EB,SC-675E (Fairfax County),27000,28000.0,2700.0,High,1641013200000,G,38.954626266583524,-77.36785899327043
PARKING LOT,PARKING LOT,R-VA029SC00675EB,SC-675E (Fairfax County),27000,28000.0,2700.0,High,1641013200000,G,38.95436316037934,-77.36816995871521
WORLDGATE DR,WORLDGATE,S-VA235PR VAN BUREN ST,Van Buren ST (PR - Town of Herndon),15000,15000.0,1500.0,High,1641013200000,G,38.954946765573936,-77.38933747459721
WORLDGATE DR,WORLDGATE,S-VA235PR VAN BUREN ST,Van Buren ST (PR - Town of Herndon),15000,15000.0,1500.0,High,1641013200000,G,38.954828306531184,-77.38823396518964
MONROE ST,MONROE,S-VA235PR VAN BUREN ST,Van Buren ST (PR - Town of Herndon),15000,15000.0,1500.0,High,1641013200000,G,38.954791745360254,-77.38831805933134
SUNRISE VALLEY DR,SUNRISE VALLEY,R-VA029SC05320EB,SC-5320E (Fairfax County),7100,12000.0,710.0,Moderate,1641013200000,G,38.95768794660968,-77.42327697638618
SUNRISE VALLEY DR,SUNRISE VALLEY,R-VA029SC05320EB,SC-5320E (Fairfax County),7100,12000.0,710.0,Moderate,1641013200000,G,38.957625017881966,-77.42312809247227
STONECROFT BLVD,STONECROFT,R-VA029SC08460SB,SC-8460S (Fairfax County),11000,12000.0,1100.0,Moderate,1641013200000,G,38.90739763612855,-77.45771563586621
STONECROFT BLVD,STONECROFT,R-VA029SC08460SB,SC-8460S (Fairfax County),66000,70000.0,6600.0,Very High,1641013200000,G,38.90612251799922,-77.45730431655524
STONECROFT BLVD,STONECROFT,R-VA029SC08460SB,SC-8460S (Fairfax County),66000,70000.0,6600.0,Very High,1641013200000,G,38.90480782922834,-77.45742404147728
STONECROFT BLVD,STONECROFT,R-VA029SC08460SB,SC-8460S (Fairfax County),66000,70000.0,6600.0,Very High,1641013200000,G,38.903523138256766,-77.45787810877741
SENECA FARM WAY,SENECA FARM,R-VA029SC00602NB,SC-602N (Fairfax County),5200,9700.0,520.0,Moderate,1641013200000,G,39.025711606177005,-77.34143440786993
DULLES ACCESS RD EB RAMP TO RT267 EB,DULLES ACCESS RD EB RAMP TO RT267,R-VA   OT90004EB,OT-90004E,88000,105000.0,8800.0,Very High,1641013200000,G,38.95557710178266,-77.40143744546793
DULLES ACCESS RD EB RAMP TO RT267 EB,DULLES ACCESS RD EB RAMP TO RT267,R-VA   OT90004EB,OT-90004E,70000,83000.0,7000.0,Very High,1641013200000,G,38.96100897516465,-77.41680435242178
I66 EXPRESS WB RAMP TO MONUMENT DR,I66 EXPRESS RAMP TO MONUMENT DR,R-VA029SC07969EB,SC-7969E (Fairfax County),116000,122000.0,11600.0,Very High,1641013200000,G,38.859651236126176,-77.36027352622763
RT28 SB RAMP TO RT29 NB,RT28 SB RAMP TO RT29 NB,R-VA   US00029NB,US-29N,31000,33000.0,3100.0,Very High,1641013200000,G,38.83798427254068,-77.43260178525244
BRADDOCK RD,BRADDOCK,R-VA   US00029NB,US-29N,31000,33000.0,3100.0,Very High,1641013200000,G,38.83934320240663,-77.42820242585006
RT28 NB RAMP TO RT29 SB,RT28 NB RAMP TO RT29 SB,R-VA   US00029NB,US-29N,31000,33000.0,3100.0,Very High,1641013200000,G,38.83848235608334,-77.4298551727028
RT28 NB RAMP TO RT29 SB,RT28 NB RAMP TO RT29 SB,R-VA   US00029NB,US-29N,31000,33000.0,3100.0,Very High,1641013200000,G,38.83846072839745,-77.4299899050223
TRINITY PKWY,TRINITY,R-VA029SC05401NB,SC-5401N (Fairfax County),15000,16000.0,1500.0,High,1641013200000,G,38.8401662081648,-77.4361019176596
RT28 SB RAMP TO RT29 SB,RT28 SB RAMP TO RT29 SB,R-VA   US00029SB,US-29S,74000,79000.0,7400.0,Very High,1641013200000,G,38.83988073335029,-77.43178027534069
RT29 SB RAMP TO RT28 NB,RT29 SB RAMP TO RT28 NB,R-VA   US00029NB,US-29N,74000,79000.0,7400.0,Very High,1641013200000,G,38.83983941322088,-77.43075678315762
OXFORD FOREST DR,OXFORD FOREST,R-VA029SC00608NB,SC-608N (Fairfax County),23000,42000.0,2300.0,High,1641013200000,G,38.90452997478745,-77.38242632511954
DULLES CORNER LN,DULLES CORNER,R-VA029SC05320EB,SC-5320E (Fairfax County),7100,12000.0,710.0,Moderate,1641013200000,G,38.95679193324772,-77.42465388358671
AUTUMN GLORY WAY,AUTUMN GLORY,R-VA029SC08932NB,SC-8932N (Fairfax County),1200,,120.0,Low,1258606800000,R,38.8722598450711,-77.42158909274256
HUNTING CREST LN,HUNTING CREST,R-VA029SC00674NB,SC-674N (Fairfax County),7900,15000.0,790.0,Moderate,1641013200000,G,38.95458520601319,-77.31292357230154
INLET CT,INLET,R-VA029SC00828SB,SC-828S (Fairfax County),15000,22000.0,1500.0,High,1641013200000,G,38.965957377271216,-77.33260756513847
OLD POST LN,OLD POST,R-VA029SC00674NB,SC-674N (Fairfax County),2300,4300.0,230.0,Low,1641013200000,G,39.00833314158475,-77.31018242796029
DEER FOREST RD,DEER FOREST,R-VA029SC07404EB,SC-7404E (Fairfax County),1600,,160.0,Low,1423458000000,R,38.98645956694113,-77.35313444155446
RED MAPLE LN,RED MAPLE,R-VA029SC04721EB,SC-4721E (Fairfax County),3500,5900.0,350.0,Low,1641013200000,G,38.925895887568,-77.34909475765745
SULLYFIELD CIR,SULLYFIELD,R-VA   US00050EB,US-50E,63000,67000.0,6300.0,Very High,1641013200000,F,38.89498793268541,-77.43352350372166
CUSTOM HOUSE CT,CUSTOM HOUSE,R-VA029SC07155NB,SC-7155N (Fairfax County),6200,6500.0,620.0,Moderate,1641013200000,G,38.89420557797747,-77.40310432647235
